id,NC_mice,NC_rats,MC_mice,MC_rats
3351,13.234118,4.379836,12.614808,3.8443
3352,13.233949,4.379704,12.614136,3.844006
3353,13.233523,4.37953,12.613786,3.843876
3354,13.233453,4.379398,12.613461,3.84386
3355,13.233413,4.379206,12.61237,3.84386
3356,13.233357,4.379202,12.612156,3.843855
3357,13.233201,4.379067,12.61208,3.843551
3358,13.232433,4.379056,12.611955,3.843516
3359,13.232217,4.379033,12.611948,3.8435
3360,13.232018,4.378948,12.611392,3.84343
3361,13.231273,4.378935,12.611217,3.84313
3362,13.231204,4.378931,12.611164,3.843062
3363,13.229913,4.378841,12.611135,3.842994
3364,13.229573,4.37875,12.611006,3.842966
3365,13.229464,4.37866,12.610909,3.842807
3366,13.229072,4.378556,12.610608,3.842768
3367,13.228796,4.378546,12.610568,3.84257
3368,13.228684,4.378501,12.610495,3.84255
3369,13.228131,4.378467,12.61004,3.842318
3370,13.228123,4.378423,12.609935,3.842315
3371,13.228079,4.378394,12.609873,3.842304
3372,13.227952,4.378291,12.609633,3.842176
3373,13.227407,4.37826,12.609338,3.842158
3374,13.227241,4.377984,12.609318,3.842041
3375,13.227161,4.377941,12.609236,3.842002
3376,13.227138,4.377918,12.608897,3.841977
3377,13.226353,4.377843,12.608872,3.841823
3378,13.22595,4.37783,12.608845,3.841812
3379,13.225575,4.377807,12.60881,3.841728
3380,13.225568,4.37769,12.608737,3.841671
3381,13.225183,4.37767,12.608696,3.841604
3382,13.224149,4.377464,12.608695,3.841551
3383,13.223982,4.377436,12.608611,3.841531
3384,13.223692,4.377422,12.608076,3.841459
3385,13.223623,4.377301,12.607827,3.841391
3386,13.223057,4.37728,12.60735,3.841291
3387,13.22268,4.377271,12.607209,3.841049
3388,13.221475,4.37725,12.607155,3.841036
3389,13.220748,4.37718,12.606708,3.841036
3390,13.220742,4.377165,12.60599,3.841015
3391,13.220686,4.377112,12.605634,3.840828
3392,13.219943,4.376987,12.605602,3.840798
3393,13.219834,4.376881,12.605475,3.840516
3394,13.219784,4.376797,12.605117,3.840394
3395,13.219722,4.37679,12.605045,3.840066
3396,13.219357,4.376548,12.604655,3.840015
3397,13.219126,4.376422,12.604577,3.83998
3398,13.219002,4.376156,12.604433,3.839977
3399,13.217774,4.376124,12.603826,3.839954
3400,13.217677,4.376124,12.603749,3.83979
3401,13.217501,4.376109,12.603397,3.839718
3402,13.217381,4.376038,12.603082,3.839637
3403,13.217289,4.375924,12.602955,3.839592
3404,13.21723,4.375714,12.60293,3.839551
3405,13.217103,4.37571,12.602466,3.839483
3406,13.216875,4.375703,12.602344,3.83943
3407,13.216834,4.375691,12.60206,3.839102
3408,13.216723,4.375631,12.601758,3.83908
3409,13.216114,4.375544,12.601434,3.838994
3410,13.215986,4.375535,12.601352,3.838931
3411,13.215229,4.375439,12.601129,3.838895
3412,13.215112,4.375348,12.601034,3.838841
3413,13.215028,4.375308,12.600992,3.838824
3414,13.214949,4.37529,12.600823,3.838783
3415,13.21485,4.375265,12.600791,3.838708
3416,13.214827,4.375258,12.600429,3.838636
3417,13.214758,4.374987,12.600073,3.838601
3418,13.214248,4.374975,12.599907,3.838539
3419,13.21408,4.374869,12.59952,3.838501
3420,13.213591,4.374861,12.599276,3.838443
3421,13.213441,4.374782,12.5991,3.838389
3422,13.213299,4.374758,12.598946,3.838283
3423,13.212743,4.374739,12.598755,3.838275
3424,13.212028,4.374627,12.598514,3.838181
3425,13.211382,4.374622,12.598484,3.838145
3426,13.211319,4.374496,12.598315,3.83808
3427,13.211239,4.37443,12.597763,3.837985
3428,13.21071,4.374428,12.597464,3.837962
3429,13.210164,4.374229,12.597299,3.837937
3430,13.209432,4.374155,12.597089,3.837921
3431,13.20899,4.374108,12.597088,3.837915
3432,13.208513,4.374003,12.59626,3.837643
3433,13.208398,4.373838,12.596184,3.837531
3434,13.207528,4.373766,12.596173,3.837491
3435,13.207437,4.373649,12.596139,3.837443
3436,13.206977,4.373607,12.596043,3.837185
3437,13.206267,4.373489,12.596026,3.83712
3438,13.205708,4.373183,12.596022,3.83705
3439,13.205601,4.373134,12.595661,3.83689
3440,13.205394,4.373083,12.595417,3.836866
3441,13.205152,4.372928,12.594877,3.836865
3442,13.204827,4.372915,12.594808,3.836835
3443,13.204805,4.372708,12.594549,3.836831
3444,13.204273,4.372524,12.594541,3.8368
3445,13.203774,4.372495,12.594303,3.836753
3446,13.203581,4.37235,12.594299,3.8366
3447,13.203209,4.372221,12.59429,3.836529
3448,13.20289,4.372084,12.594241,3.836528
3449,13.202871,4.372051,12.594094,3.836506
3450,13.202429,4.371676,12.594045,3.836406
3451,13.202135,4.371628,12.593642,3.836396
3452,13.201946,4.371624,12.593331,3.836325
3453,13.201474,4.371545,12.592766,3.836321
3454,13.201041,4.371502,12.592374,3.836272
3455,13.200604,4.371377,12.592285,3.836267
3456,13.200195,4.371249,12.592144,3.836219
3457,13.199891,4.371068,12.592113,3.836159
3458,13.199882,4.370829,12.591753,3.835919
3459,13.199796,4.3707,12.591654,3.835752
3460,13.199294,4.370686,12.59136,3.835709
3461,13.19874,4.370603,12.591258,3.835662
3462,13.198673,4.370573,12.591016,3.835595
3463,13.198662,4.370483,12.591001,3.83556
3464,13.198386,4.370475,12.590765,3.835402
3465,13.198277,4.370434,12.590065,3.835364
3466,13.198055,4.370326,12.589798,3.835358
3467,13.198004,4.370239,12.589552,3.835312
3468,13.197815,4.37005,12.588388,3.835312
3469,13.19757,4.370002,12.588263,3.835223
3470,13.197552,4.369916,12.588087,3.835196
3471,13.196977,4.369857,12.58805,3.835164
3472,13.19688,4.36984,12.587912,3.83511
3473,13.196442,4.36979,12.58752,3.835023
3474,13.195999,4.369652,12.587127,3.834993
3475,13.195868,4.369527,12.587083,3.834776
3476,13.19567,4.369439,12.587054,3.834684
3477,13.195366,4.369422,12.586761,3.834642
3478,13.195215,4.369355,12.58661,3.834598
3479,13.193733,4.36935,12.586433,3.834566
3480,13.19361,4.369315,12.586266,3.83453
3481,13.193495,4.369276,12.585849,3.834443
3482,13.193257,4.369273,12.585785,3.834429
3483,13.192793,4.369242,12.585732,3.834382
3484,13.192477,4.369227,12.585464,3.83438
3485,13.192402,4.369226,12.58542,3.834191
3486,13.19223,4.369041,12.585416,3.834124
3487,13.192122,4.368998,12.585336,3.834058
3488,13.189742,4.368872,12.584716,3.833955
3489,13.189455,4.368857,12.584515,3.833893
3490,13.189339,4.368855,12.584299,3.833812
3491,13.189047,4.368842,12.58367,3.833661
3492,13.188575,4.368801,12.583622,3.833658
3493,13.188506,4.368744,12.583599,3.833589
3494,13.188482,4.368638,12.583458,3.833543
3495,13.188465,4.36853,12.583403,3.833531
3496,13.188081,4.368271,12.583368,3.833477
3497,13.187841,4.367996,12.583043,3.833424
3498,13.187725,4.367968,12.582745,3.833422
3499,13.186987,4.367893,12.582319,3.833401
3500,13.186432,4.36787,12.582259,3.83332
3501,13.185912,4.367801,12.582163,3.833215
3502,13.185647,4.367665,12.581509,3.833209
3503,13.185609,4.367655,12.580778,3.833135
3504,13.185111,4.367632,12.580186,3.833121
3505,13.183968,4.367589,12.580037,3.833083
3506,13.183362,4.367569,12.57984,3.832978
3507,13.182943,4.367505,12.57954,3.832978
3508,13.182902,4.367481,12.579187,3.832971
3509,13.182452,4.367276,12.578998,3.832935
3510,13.181075,4.367026,12.578738,3.832907
3511,13.181013,4.366965,12.578735,3.832675
3512,13.180086,4.36675,12.578509,3.832474
3513,13.179961,4.366706,12.578079,3.832448
3514,13.179927,4.36668,12.578018,3.832426
3515,13.17977,4.366647,12.577882,3.832366
3516,13.179405,4.36659,12.577128,3.832333
3517,13.179374,4.366518,12.575866,3.832024
3518,13.179359,4.366508,12.575448,3.831941
3519,13.17867,4.366442,12.575011,3.83188
3520,13.178438,4.366388,12.574456,3.831879
3521,13.178067,4.366278,12.574429,3.831834
3522,13.177433,4.366275,12.574383,3.831834
3523,13.176295,4.366265,12.574218,3.831797
3524,13.176135,4.365949,12.573884,3.831769
3525,13.17602,4.36589,12.573241,3.831726
3526,13.175849,4.365813,12.572946,3.831716
3527,13.175598,4.365615,12.572777,3.831555
3528,13.175293,4.365605,12.572657,3.831525
3529,13.174514,4.365517,12.572388,3.831463
3530,13.174187,4.365419,12.571669,3.831436
3531,13.173493,4.3654,12.571214,3.831183
3532,13.173316,4.365384,12.57106,3.831057
3533,13.173162,4.365183,12.570537,3.831013
3534,13.173051,4.364719,12.56919,3.830959
3535,13.17301,4.364706,12.569045,3.830625
3536,13.17215,4.364703,12.568601,3.830552
3537,13.172113,4.364694,12.568426,3.830479
3538,13.172025,4.36468,12.567938,3.830423
3539,13.171194,4.364663,12.567791,3.829972
3540,13.171095,4.364602,12.567255,3.829971
3541,13.170688,4.364496,12.566673,3.829856
3542,13.170673,4.364477,12.566511,3.829642
3543,13.170526,4.364202,12.566284,3.829615
3544,13.170459,4.364035,12.566267,3.829603
3545,13.169369,4.364007,12.565522,3.829256
3546,13.169078,4.363887,12.565348,3.829179
3547,13.168733,4.363883,12.565042,3.829071
3548,13.168237,4.363838,12.564675,3.829027
3549,13.168048,4.363682,12.564189,3.829
3550,13.167974,4.36347,12.563986,3.828935
3551,13.167763,4.363421,12.563936,3.828878
3552,13.167747,4.363406,12.563919,3.828858
3553,13.167287,4.363395,12.563726,3.828837
3554,13.167082,4.363346,12.563423,3.828835
3555,13.166932,4.363182,12.563292,3.828783
3556,13.166557,4.36309,12.563261,3.828769
3557,13.166531,4.363023,12.563104,3.828741
3558,13.165562,4.362995,12.562681,3.828675
3559,13.164952,4.362973,12.562634,3.82867
3560,13.163365,4.362949,12.562097,3.828617
3561,13.163284,4.362923,12.56159,3.828525
3562,13.163276,4.362882,12.560737,3.828489
3563,13.162873,4.362871,12.560636,3.828351
3564,13.162854,4.362852,12.560348,3.828244
3565,13.162824,4.362729,12.560184,3.82806
3566,13.162726,4.362632,12.559382,3.827998
3567,13.162649,4.362614,12.559113,3.827954
3568,13.162623,4.362536,12.55891,3.827819
3569,13.162029,4.362518,12.558873,3.827762
3570,13.161917,4.362316,12.55867,3.827753
3571,13.161408,4.362298,12.558123,3.827723
3572,13.16062,4.362292,12.558102,3.827511
3573,13.160397,4.362268,12.5579,3.827504
3574,13.160246,4.36213,12.557203,3.827477
3575,13.160219,4.361963,12.556386,3.827466
3576,13.160198,4.361938,12.556231,3.827406
3577,13.159357,4.361926,12.555896,3.827343
3578,13.159323,4.361902,12.55584,3.827325
3579,13.159118,4.361836,12.555576,3.826739
3580,13.159013,4.361479,12.554661,3.826579
3581,13.158993,4.361354,12.55454,3.826367
3582,13.158598,4.361351,12.554272,3.82622
3583,13.157849,4.36129,12.554219,3.826141
3584,13.157359,4.361267,12.553855,3.826002
3585,13.157028,4.361261,12.553678,3.825944
3586,13.1566,4.361184,12.553071,3.825865
3587,13.156521,4.361145,12.552531,3.825844
3588,13.156475,4.361039,12.552239,3.82562
3589,13.156309,4.360887,12.552149,3.825585
3590,13.155865,4.360829,12.552139,3.825538
3591,13.155413,4.360719,12.551931,3.825468
3592,13.15526,4.360627,12.551154,3.825377
3593,13.154905,4.360407,12.551055,3.825318
3594,13.154385,4.360393,12.550911,3.825235
3595,13.154082,4.360285,12.550355,3.82503
3596,13.154064,4.360249,12.549714,3.824815
3597,13.153161,4.360249,12.548847,3.824791
3598,13.152803,4.360066,12.54883,3.824781
3599,13.152464,4.360012,12.548718,3.824758
3600,13.152381,4.359953,12.548577,3.824757
3601,13.152339,4.359882,12.548521,3.824675
3602,13.152181,4.359849,12.548324,3.824657
3603,13.152153,4.359843,12.54826,3.824584
3604,13.151951,4.359832,12.548211,3.824504
3605,13.15185,4.35947,12.547939,3.824206
3606,13.151634,4.359466,12.54777,3.824197
3607,13.150709,4.359421,12.547642,3.824107
3608,13.150688,4.359402,12.547443,3.824075
3609,13.149633,4.359391,12.547267,3.824051
3610,13.149487,4.359309,12.546993,3.824002
3611,13.149276,4.359225,12.546886,3.823938
3612,13.149056,4.359221,12.546879,3.823907
3613,13.148885,4.359118,12.546877,3.823751
3614,13.148083,4.359117,12.546719,3.823586
3615,13.14794,4.359058,12.546379,3.823582
3616,13.147553,4.358994,12.54596,3.823273
3617,13.147437,4.358741,12.545449,3.823205
3618,13.14731,4.358738,12.54515,3.823085
3619,13.146998,4.3586,12.544907,3.823011
3620,13.145723,4.358552,12.544134,3.822992
3621,13.145663,4.358439,12.543917,3.822986
3622,13.145569,4.358407,12.543646,3.822984
3623,13.145543,4.3582,12.543474,3.822957
3624,13.145317,4.358142,12.543372,3.822868
3625,13.144886,4.358133,12.542935,3.822565
3626,13.144629,4.358123,12.542756,3.822394
3627,13.144024,4.358102,12.542392,3.822366
3628,13.143501,4.358087,12.542042,3.822261
3629,13.14341,4.358072,12.541886,3.822212
3630,13.143298,4.357945,12.541639,3.822189
3631,13.143149,4.35758,12.541222,3.822187
3632,13.14299,4.357427,12.540973,3.822123
3633,13.142935,4.357138,12.540745,3.822108
3634,13.142579,4.357018,12.540642,3.822005
3635,13.142207,4.356993,12.54019,3.821993
3636,13.141591,4.356877,12.540142,3.821928
3637,13.141527,4.356861,12.539722,3.821808
3638,13.141069,4.356853,12.539641,3.821667
3639,13.140784,4.356706,12.538967,3.82166
3640,13.140514,4.356604,12.538557,3.821657
3641,13.140159,4.356551,12.538242,3.821654
3642,13.139867,4.356431,12.536978,3.821571
3643,13.139831,4.35641,12.536925,3.821424
3644,13.139622,4.356395,12.536382,3.821366
3645,13.139356,4.356123,12.53617,3.821328
3646,13.139326,4.356084,12.536158,3.821328
3647,13.139312,4.355972,12.536079,3.821294
3648,13.13875,4.355702,12.535305,3.821213
3649,13.138301,4.355694,12.534394,3.821204
3650,13.138255,4.355672,12.534201,3.821185
3651,13.137249,4.355637,12.533915,3.821163
3652,13.13719,4.355554,12.533653,3.821152
3653,13.137052,4.355516,12.533629,3.821098
3654,13.136708,4.355368,12.533218,3.821047
3655,13.135789,4.355233,12.533049,3.820866
3656,13.135404,4.355153,12.533017,3.82077
3657,13.135295,4.355108,12.532527,3.820692
3658,13.135222,4.355085,12.532233,3.820576
3659,13.135077,4.355053,12.532212,3.820546
3660,13.135048,4.355012,12.531563,3.820501
3661,13.13472,4.35498,12.531518,3.820425
3662,13.133884,4.354871,12.531311,3.820283
3663,13.133771,4.354662,12.531033,3.820206
3664,13.133267,4.354576,12.531005,3.820185
3665,13.132813,4.354467,12.530875,3.820045
3666,13.132631,4.354178,12.530236,3.820005
3667,13.132458,4.354084,12.529813,3.819786
3668,13.132146,4.354063,12.529612,3.819754
3669,13.132012,4.354052,12.529487,3.819672
3670,13.131583,4.354043,12.529338,3.819559
3671,13.13073,4.353896,12.528894,3.819525
3672,13.130716,4.353867,12.528467,3.819515
3673,13.13071,4.353822,12.528414,3.819357
3674,13.13049,4.353814,12.528196,3.819343
3675,13.130436,4.353766,12.52797,3.819307
3676,13.130303,4.353635,12.527944,3.819276
3677,13.130185,4.353517,12.527213,3.819255
3678,13.130055,4.35345,12.527087,3.819223
3679,13.130055,4.353436,12.526991,3.819149
3680,13.12988,4.353402,12.526947,3.819079
3681,13.129196,4.353401,12.52694,3.819044
3682,13.128602,4.35337,12.526554,3.819009
3683,13.128338,4.353239,12.526357,3.818993
3684,13.128022,4.353167,12.526102,3.818963
3685,13.127731,4.353151,12.525794,3.818956
3686,13.127686,4.353083,12.525714,3.818905
3687,13.127619,4.353066,12.525439,3.8189
3688,13.12749,4.352907,12.525389,3.818892
3689,13.127002,4.352813,12.523648,3.818835
3690,13.126697,4.352796,12.523617,3.818633
3691,13.126239,4.352793,12.523449,3.818513
3692,13.126224,4.352641,12.522862,3.818481
3693,13.126191,4.35256,12.522846,3.818448
3694,13.125953,4.352438,12.521596,3.818413
3695,13.125519,4.352421,12.52111,3.818396
3696,13.125512,4.352399,12.520907,3.81833
3697,13.124957,4.352357,12.520887,3.818319
3698,13.12475,4.35229,12.520806,3.818258
3699,13.124682,4.352262,12.520641,3.818242
3700,13.124498,4.35223,12.520537,3.818233
3701,13.124394,4.352223,12.520491,3.818124
3702,13.124131,4.352182,12.520304,3.81807
3703,13.124112,4.352157,12.519144,3.818067
3704,13.123962,4.352155,12.519064,3.818007
3705,13.123841,4.352142,12.518913,3.817979
3706,13.123582,4.352141,12.51792,3.817799
3707,13.123188,4.351922,12.517616,3.817713
3708,13.122437,4.351784,12.517501,3.817601
3709,13.122199,4.351714,12.517443,3.817597
3710,13.122167,4.351708,12.517394,3.817586
3711,13.121671,4.351529,12.517287,3.817566
3712,13.121592,4.351448,12.517136,3.817562
3713,13.121522,4.351257,12.516705,3.817545
3714,13.12077,4.351184,12.516595,3.817523
3715,13.120715,4.351157,12.516342,3.81722
3716,13.120625,4.351103,12.515404,3.817161
3717,13.119628,4.351099,12.515303,3.817144
3718,13.119376,4.351033,12.515149,3.817139
3719,13.118812,4.351029,12.514869,3.817123
3720,13.117617,4.35102,12.514784,3.817106
3721,13.117217,4.351003,12.514659,3.81707
3722,13.117176,4.350897,12.514547,3.817003
3723,13.116662,4.350856,12.514428,3.81685
3724,13.116354,4.350803,12.514376,3.816761
3725,13.115992,4.350738,12.514344,3.816497
3726,13.115979,4.350717,12.513658,3.816477
3727,13.115959,4.350698,12.51325,3.816471
3728,13.115897,4.350593,12.512962,3.816468
3729,13.115512,4.350582,12.512704,3.816222
3730,13.115346,4.350535,12.51265,3.816135
3731,13.115064,4.350335,12.512203,3.816063
3732,13.114644,4.350333,12.511854,3.815865
3733,13.114281,4.350269,12.511711,3.815676
3734,13.114175,4.350128,12.511067,3.815516
3735,13.114104,4.350126,12.510905,3.815478
3736,13.11375,4.349943,12.510692,3.815427
3737,13.113322,4.349752,12.510479,3.815313
3738,13.113287,4.349731,12.510018,3.815175
3739,13.113152,4.349657,12.510003,3.815158
3740,13.112097,4.349636,12.50973,3.815148
3741,13.111752,4.34957,12.509451,3.815082
3742,13.111425,4.34957,12.509319,3.815001
3743,13.111233,4.349492,12.50899,3.81492
3744,13.111176,4.349432,12.508653,3.814862
3745,13.111059,4.349278,12.508508,3.814847
3746,13.110796,4.349027,12.50841,3.814783
3747,13.110629,4.348975,12.508108,3.814711
3748,13.110136,4.348828,12.508031,3.814621
3749,13.109824,4.348785,12.507972,3.814487
3750,13.109121,4.348727,12.507923,3.814339
3751,13.108314,4.348645,12.507582,3.814323
3752,13.108242,4.34861,12.507345,3.814308
3753,13.108191,4.348608,12.506756,3.814236
3754,13.107876,4.348513,12.506748,3.814232
3755,13.107811,4.348375,12.506573,3.814199
3756,13.107799,4.348335,12.506568,3.814147
3757,13.107508,4.348234,12.504166,3.814146
3758,13.107449,4.348222,12.503461,3.814119
3759,13.107117,4.348132,12.503453,3.814043
3760,13.107001,4.348065,12.503308,3.814027
3761,13.106921,4.34804,12.503202,3.81397
3762,13.106731,4.347991,12.502708,3.813891
3763,13.106653,4.347936,12.502568,3.813657
3764,13.106185,4.347849,12.502115,3.813622
3765,13.105896,4.347519,12.501169,3.813536
3766,13.105128,4.3475,12.500648,3.813502
3767,13.105048,4.347482,12.500494,3.813476
3768,13.104919,4.347474,12.500383,3.81328
3769,13.104722,4.347388,12.500329,3.813277
3770,13.104474,4.347302,12.500291,3.813182
3771,13.104446,4.347236,12.500143,3.813176
3772,13.104253,4.347208,12.499415,3.813092
3773,13.104173,4.347204,12.499336,3.813026
3774,13.104005,4.347072,12.499304,3.812949
3775,13.103966,4.347045,12.499168,3.812945
3776,13.103918,4.346963,12.499097,3.812906
3777,13.103539,4.346954,12.498925,3.812561
3778,13.10338,4.346934,12.498845,3.812381
3779,13.103374,4.346926,12.498813,3.812379
3780,13.103231,4.346769,12.498224,3.812354
3781,13.102669,4.34663,12.497866,3.812338
3782,13.102596,4.346595,12.49768,3.81231
3783,13.102255,4.346591,12.49761,3.812283
3784,13.101393,4.346581,12.49716,3.812263
3785,13.101387,4.346554,12.496962,3.812252
3786,13.10107,4.346551,12.49667,3.812136
3787,13.100936,4.346515,12.49661,3.812048
3788,13.100703,4.346435,12.496143,3.811857
3789,13.100473,4.34639,12.495959,3.811776
3790,13.100353,4.34635,12.495904,3.811768
3791,13.100352,4.34624,12.495522,3.811758
3792,13.099832,4.346224,12.494894,3.811713
3793,13.099545,4.3462,12.494759,3.811706
3794,13.098022,4.346188,12.494596,3.811689
3795,13.097642,4.346168,12.494403,3.811581
3796,13.097575,4.346011,12.494158,3.811573
3797,13.097496,4.345977,12.494037,3.811499
3798,13.097341,4.345904,12.493908,3.811408
3799,13.097151,4.345843,12.493801,3.811362
3800,13.096605,4.345791,12.493649,3.811337
3801,13.096473,4.345698,12.493356,3.811207
3802,13.09636,4.345663,12.493202,3.811171
3803,13.09582,4.345641,12.492983,3.811106
3804,13.095655,4.345614,12.492971,3.811098
3805,13.09511,4.345599,12.49283,3.811034
3806,13.094799,4.345422,12.492622,3.811
3807,13.094664,4.345217,12.492442,3.810755
3808,13.094298,4.345149,12.492165,3.810714
3809,13.094172,4.345128,12.49214,3.810711
3810,13.093943,4.34495,12.491412,3.810668
3811,13.093872,4.344772,12.491104,3.810643
3812,13.093661,4.344681,12.490887,3.810634
3813,13.093366,4.344667,12.490487,3.810608
3814,13.093075,4.344621,12.489932,3.810545
3815,13.09269,4.344552,12.489856,3.810292
3816,13.091529,4.344462,12.489057,3.810277
3817,13.091102,4.344337,12.489033,3.81025
3818,13.090691,4.34429,12.488691,3.810195
3819,13.090655,4.344252,12.488472,3.810154
3820,13.090558,4.344179,12.487218,3.810105
3821,13.090532,4.344118,12.487211,3.810052
3822,13.09047,4.344089,12.487104,3.810025
3823,13.090457,4.344071,12.487088,3.810009
3824,13.089728,4.344051,12.486717,3.810001
3825,13.089706,4.343939,12.486381,3.809932
3826,13.089639,4.343869,12.486335,3.809928
3827,13.089019,4.343852,12.485859,3.809907
3828,13.088852,4.343711,12.485752,3.809686
3829,13.08833,4.343693,12.485744,3.80964
3830,13.088093,4.343408,12.485692,3.80958
3831,13.087836,4.343346,12.48509,3.809234
3832,13.087791,4.343187,12.48471,3.809228
3833,13.087486,4.343095,12.484646,3.809195
3834,13.087329,4.343035,12.484556,3.809169
3835,13.087256,4.342981,12.48445,3.8091
3836,13.087129,4.342922,12.48426,3.809071
3837,13.086272,4.342781,12.483905,3.80897
3838,13.08619,4.342663,12.483624,3.808967
3839,13.085989,4.342544,12.483049,3.808884
3840,13.08573,4.34252,12.483021,3.808878
3841,13.084476,4.342493,12.482938,3.808873
3842,13.084475,4.342418,12.482096,3.808862
3843,13.08435,4.342403,12.482042,3.808771
3844,13.083983,4.342366,12.48199,3.808685
3845,13.083942,4.342356,12.481357,3.808586
3846,13.083789,4.342347,12.481317,3.808544
3847,13.083422,4.342201,12.480792,3.808527
3848,13.083116,4.342145,12.480534,3.808296
3849,13.083081,4.342078,12.480262,3.808214
3850,13.082718,4.342063,12.479229,3.808197
3851,13.082372,4.341941,12.479174,3.808143
3852,13.082164,4.341892,12.478947,3.808115
3853,13.082164,4.341891,12.478031,3.808097
3854,13.081143,4.34175,12.477708,3.808085
3855,13.080792,4.341542,12.477584,3.808055
3856,13.080554,4.341495,12.47698,3.808004
3857,13.079933,4.34142,12.476897,3.808001
3858,13.079595,4.341366,12.476539,3.807912
3859,13.079401,4.341329,12.475945,3.807604
3860,13.078398,4.341231,12.475549,3.807467
3861,13.078353,4.34119,12.475342,3.807465
3862,13.078138,4.34116,12.47488,3.807439
3863,13.078108,4.341011,12.474864,3.807363
3864,13.077853,4.340871,12.474483,3.807332
3865,13.077825,4.340625,12.474384,3.807317
3866,13.077531,4.340591,12.474352,3.807296
3867,13.077437,4.340591,12.474171,3.8071
3868,13.076735,4.340554,12.473938,3.806993
3869,13.076095,4.34052,12.473605,3.806936
3870,13.076092,4.340513,12.473546,3.806909
3871,13.075687,4.340502,12.473328,3.806806
3872,13.075314,4.340426,12.473067,3.806766
3873,13.074739,4.340417,12.47249,3.806737
3874,13.074712,4.339908,12.471986,3.806721
3875,13.074521,4.339723,12.471545,3.806622
3876,13.074462,4.339412,12.471529,3.806337
3877,13.074258,4.339408,12.471494,3.80627
3878,13.074119,4.33931,12.471027,3.806177
3879,13.072396,4.339221,12.470707,3.80616
3880,13.07213,4.339184,12.469457,3.805809
3881,13.07163,4.338951,12.469225,3.805803
3882,13.071353,4.338947,12.469099,3.805769
3883,13.07098,4.338879,12.469031,3.805599
3884,13.070705,4.338819,12.468601,3.805529
3885,13.070685,4.338797,12.468552,3.805427
3886,13.069432,4.338658,12.467501,3.805374
3887,13.069413,4.338621,12.4668,3.805341
3888,13.069307,4.338597,12.466677,3.805289
3889,13.069166,4.33856,12.466474,3.805095
3890,13.068566,4.338484,12.466185,3.805089
3891,13.068379,4.338425,12.465895,3.805076
3892,13.068068,4.338254,12.465856,3.805067
3893,13.068047,4.338213,12.465762,3.805031
3894,13.067648,4.338192,12.465475,3.805
3895,13.067561,4.33813,12.465136,3.804987
3896,13.067254,4.338101,12.465089,3.804739
3897,13.06567,4.338049,12.464943,3.804701
3898,13.06483,4.337952,12.464764,3.804532
3899,13.064681,4.337869,12.464699,3.804532
3900,13.063937,4.337743,12.464675,3.804461
3901,13.06366,4.337644,12.464496,3.804433
3902,13.063041,4.33764,12.464329,3.804383
3903,13.062975,4.337528,12.464032,3.804381
3904,13.062549,4.337169,12.464011,3.804317
3905,13.06243,4.336918,12.463933,3.804249
3906,13.06227,4.336881,12.463426,3.803831
3907,13.062154,4.33659,12.463421,3.803795
3908,13.062051,4.336512,12.46314,3.80371
3909,13.061741,4.336455,12.463074,3.803664
3910,13.061442,4.336409,12.462783,3.803646
3911,13.061371,4.33619,12.462634,3.803573
3912,13.06136,4.336162,12.462616,3.803496
3913,13.061257,4.336162,12.462381,3.803461
3914,13.061048,4.336087,12.462361,3.803408
3915,13.061031,4.336083,12.462223,3.803354
3916,13.060716,4.335834,12.462063,3.803212
3917,13.060684,4.335768,12.461601,3.803085
3918,13.060615,4.335682,12.461564,3.802862
3919,13.060344,4.33566,12.460811,3.802801
3920,13.060328,4.335657,12.460413,3.802753
3921,13.060222,4.335634,12.460265,3.802686
3922,13.060102,4.335496,12.46023,3.802646
3923,13.060029,4.335486,12.459786,3.802573
3924,13.060017,4.335477,12.459303,3.802549
3925,13.059277,4.335461,12.458935,3.802537
3926,13.059097,4.335432,12.458766,3.802439
3927,13.059081,4.335425,12.458721,3.802307
3928,13.058789,4.335313,12.458695,3.802298
3929,13.05857,4.335188,12.457843,3.802097
3930,13.058549,4.33516,12.457012,3.801697
3931,13.058174,4.335127,12.45683,3.801656
3932,13.057473,4.33509,12.456818,3.801574
3933,13.057225,4.335073,12.456425,3.801565
3934,13.057094,4.334963,12.456105,3.801551
3935,13.057081,4.334906,12.455519,3.801479
3936,13.057018,4.334748,12.455257,3.801181
3937,13.056922,4.334738,12.45519,3.801128
3938,13.056735,4.334675,12.455018,3.800906
3939,13.0565,4.334452,12.454796,3.800882
3940,13.056152,4.334433,12.454282,3.800852
3941,13.055474,4.33443,12.454074,3.800774
3942,13.055246,4.33438,12.45355,3.800754
3943,13.054784,4.334299,12.453388,3.800726
3944,13.054548,4.334082,12.453124,3.800671
3945,13.053921,4.333875,12.452842,3.80064
3946,13.053724,4.333803,12.452303,3.800571
3947,13.053659,4.333775,12.45193,3.800537
3948,13.053368,4.33368,12.451655,3.800528
3949,13.052851,4.333657,12.451622,3.800345
3950,13.05284,4.333615,12.451601,3.800165
3951,13.052685,4.333479,12.451316,3.800159
3952,13.052338,4.333397,12.450998,3.800105
3953,13.051832,4.333268,12.450463,3.800072
3954,13.051541,4.333185,12.45043,3.80007
3955,13.051467,4.333175,12.450105,3.800042
3956,13.051439,4.333171,12.449793,3.800016
3957,13.050918,4.333132,12.449539,3.79979
