id,michael,chengfang
2483,13.528312,181.788
2484,13.527965,214.7973
2485,13.527837,231.7092
2486,13.527782,230.8455
2487,13.527086,190.1714
2488,13.5269,171.8798
2489,13.526455,189.9912
2490,13.52626,191.9255
2491,13.525945,218.6781
2492,13.525778,191.0848
2493,13.525731,176.9881
2494,13.525475,187.3775
2495,13.525018,224.0151
2496,13.524876,197.8752
2497,13.524569,180.5183
2498,13.524468,224.4596
2499,13.524446,176.0504
2500,13.523565,159.3887
2501,13.523391,194.6304
2502,13.523154,190.558
2503,13.52307,215.9758
2504,13.522021,209.2914
2505,13.521974,219.5384
2506,13.521708,217.6388
2507,13.521555,175.2576
2508,13.521419,268.8716
2509,13.521238,206.5068
2510,13.520672,219.9297
2511,13.520102,203.611
2512,13.520101,197.0571
2513,13.520043,180.8027
2514,13.519724,223.1025
2515,13.519577,183.775
2516,13.519545,251.2942
2517,13.519421,231.7
2518,13.519227,207.7923
2519,13.518131,205.879
2520,13.517741,220.9586
2521,13.517173,190.8515
2522,13.51715,194.061
2523,13.516901,163.726
2524,13.516792,215.6641
2525,13.516647,217.3909
2526,13.516126,208.1838
2527,13.515996,204.8431
2528,13.515756,149.3026
2529,13.515565,192.4928
2530,13.515257,224.5851
2531,13.515046,211.9202
2532,13.514586,182.4032
2533,13.514137,226.2058
2534,13.51383,208.8314
2535,13.51344,177.2758
2536,13.512124,177.2977
2537,13.511929,159.0352
2538,13.511174,220.3867
2539,13.511024,186.1184
2540,13.510836,190.1826
2541,13.509413,217.3803
2542,13.509318,217.2161
2543,13.508731,208.3984
2544,13.508318,192.3971
2545,13.50639,173.4974
2546,13.50589,182.5347
2547,13.505871,243.6559
2548,13.505824,190.4352
2549,13.505813,200.0823
2550,13.505684,172.1549
2551,13.505296,200.9816
2552,13.505052,161.9759
2553,13.504279,180.1151
2554,13.504209,190.6189
2555,13.504128,228.5266
2556,13.503964,218.3081
2557,13.503929,169.6003
2558,13.503854,172.4239
2559,13.503735,196.3668
2560,13.503666,153.7984
2561,13.50364,193.6594
2562,13.503545,249.0967
2563,13.503129,165.7076
2564,13.501407,203.1785
2565,13.501361,167.2346
2566,13.501314,205.7027
2567,13.501263,147.2794
2568,13.501006,206.9409
2569,13.499968,197.0203
2570,13.49919,208.5217
2571,13.498025,213.0099
2572,13.49802,223.3971
2573,13.497576,156.1628
2574,13.497303,156.8161
2575,13.496894,228.1564
2576,13.495067,216.785
2577,13.494359,192.5392
2578,13.494284,182.9614
2579,13.493992,214.3535
2580,13.493956,177.6715
2581,13.49365,243.9416
2582,13.492658,172.186
2583,13.492354,171.6444
2584,13.492064,206.487
2585,13.491686,187.187
2586,13.491323,192.4728
2587,13.491179,178.1411
2588,13.490764,201.6484
2589,13.490558,191.0476
2590,13.489894,191.2272
2591,13.489878,228.0379
2592,13.489608,216.791
2593,13.489017,195.512
2594,13.488944,161.5254
2595,13.488766,206.5684
2596,13.488566,180.484
2597,13.488533,169.2547
2598,13.487417,184.7777
2599,13.487393,155.4363
2600,13.486989,209.3132
2601,13.486636,180.4866
2602,13.486331,224.2528
2603,13.48592,189.1934
2604,13.485818,157.4124
2605,13.484478,205.8645
2606,13.483893,201.8981
2607,13.483155,228.929
2608,13.482898,178.3999
2609,13.481941,214.9029
2610,13.481739,198.418
2611,13.481441,179.1007
2612,13.480639,192.5165
2613,13.480491,205.3013
2614,13.480027,194.5032
2615,13.479032,206.8596
2616,13.47862,191.0257
2617,13.47837,184.1616
2618,13.477806,162.3413
2619,13.477144,156.3838
2620,13.477052,176.2731
2621,13.476003,191.8246
2622,13.475299,174.7949
2623,13.475261,191.2101
2624,13.475013,186.4777
2625,13.474517,204.4231
2626,13.473729,213.1144
2627,13.473397,209.4498
2628,13.473138,192.3196
2629,13.472835,190.5283
2630,13.472664,192.2056
2631,13.472603,211.1011
2632,13.472241,195.3514
2633,13.472195,191.3598
2634,13.472127,214.1899
2635,13.471916,181.8295
2636,13.471886,209.3021
2637,13.471401,163.9864
2638,13.471394,203.8283
2639,13.471289,168.5007
2640,13.470672,184.7965
2641,13.470579,263.0541
2642,13.470206,211.3831
2643,13.470141,181.0721
2644,13.469861,176.3839
2645,13.469793,174.8709
2646,13.469749,211.0549
2647,13.468728,176.3925
2648,13.468685,241.2589
2649,13.46818,190.7608
2650,13.468114,176.429
2651,13.467962,186.2864
2652,13.467725,201.9759
2653,13.46763,273.486
2654,13.467492,177.6322
2655,13.4673,173.1727
2656,13.467145,197.3695
2657,13.466671,195.9414
2658,13.466662,186.3839
2659,13.4656,196.3882
2660,13.465015,166.6036
2661,13.464898,206.1254
2662,13.464648,173.9733
2663,13.464373,204.9563
2664,13.463932,179.3074
2665,13.463505,155.4317
2666,13.46349,162.2242
2667,13.463222,212.9695
2668,13.462728,172.161
2669,13.462719,235.1497
2670,13.462071,181.0681
2671,13.461444,213.4358
2672,13.461289,219.4744
2673,13.46099,192.1987
2674,13.460945,154.7688
2675,13.460639,165.967
2676,13.459745,200.6055
2677,13.45969,249.1051
2678,13.45965,206.3539
2679,13.459557,179.9882
2680,13.459128,221.4016
2681,13.459114,227.568
2682,13.458883,190.0949
2683,13.458298,181.3938
2684,13.45817,201.2529
2685,13.458136,242.0516
2686,13.457874,161.357
2687,13.457827,175.3399
2688,13.457759,181.9032
2689,13.457481,209.3643
2690,13.457041,204.8065
2691,13.456667,183.29
2692,13.455647,173.2886
2693,13.454676,191.0367
2694,13.454617,200.9745
2695,13.454408,209.9585
2696,13.454345,263.0948
2697,13.453797,163.5308
2698,13.453646,231.4096
2699,13.453496,207.8255
2700,13.453466,222.354
2701,13.45345,211.9508
2702,13.453254,177.1318
2703,13.453211,181.9889
2704,13.452651,153.7006
2705,13.452263,174.6197
2706,13.452154,237.9846
2707,13.4521,216.1697
2708,13.451304,175.9749
2709,13.451223,156.5073
2710,13.450911,325.645
2711,13.450219,220.5885
2712,13.449432,200.0123
2713,13.449281,223.9945
2714,13.448743,195.6637
2715,13.448368,192.1301
2716,13.448095,213.155
2717,13.44799,227.4417
2718,13.447188,164.9057
2719,13.446917,225.2225
2720,13.44669,202.5848
2721,13.44662,201.5007
2722,13.446504,209.2351
2723,13.446418,203.4037
2724,13.44612,190.3379
2725,13.44573,201.2135
2726,13.445411,195.7693
2727,13.445216,158.8944
2728,13.444359,191.2975
2729,13.443839,197.4171
2730,13.443566,193.363
2731,13.443227,199.853
2732,13.442955,188.4243
2733,13.442928,175.3491
2734,13.442484,162.1897
2735,13.442156,207.2489
2736,13.44209,228.7242
2737,13.44181,252.3554
2738,13.441582,204.0525
2739,13.441148,257.2519
2740,13.440298,190.4083
2741,13.440008,236.1884
2742,13.43974,211.1782
2743,13.43952,204.828
2744,13.439019,223.383
2745,13.438231,214.0249
2746,13.437524,195.5382
2747,13.436687,168.2085
2748,13.435097,165.5265
2749,13.434849,200.0726
2750,13.43457,221.1667
2751,13.43429,165.1043
2752,13.434228,147.365
2753,13.434199,207.2841
2754,13.43388,162.9298
2755,13.433645,233.8952
2756,13.433464,189.827
2757,13.43229,232.5426
2758,13.432223,253.5637
2759,13.432169,182.4724
2760,13.431181,166.9631
2761,13.431026,178.6791
2762,13.430638,231.6895
2763,13.430491,169.1906
2764,13.430451,154.9639
2765,13.429978,195.3182
2766,13.429149,192.7361
2767,13.428768,165.2756
2768,13.428339,242.6486
2769,13.428285,175.0754
2770,13.428217,146.4131
2771,13.427489,201.5445
2772,13.426858,191.9697
2773,13.426466,182.297
2774,13.426463,214.3486
2775,13.426395,206.6772
2776,13.42633,214.4882
2777,13.426022,236.2824
2778,13.425801,157.6521
2779,13.424998,196.9057
2780,13.424688,166.6172
2781,13.424609,240.8326
2782,13.424476,204.428
2783,13.423987,200.4791
2784,13.423516,282.0459
2785,13.423447,179.628
2786,13.423272,196.5824
2787,13.421892,211.0405
2788,13.421849,225.8007
2789,13.421551,191.2923
2790,13.420742,167.7693
2791,13.420142,163.4294
2792,13.41995,203.9124
2793,13.419045,205.2473
2794,13.418643,257.1657
2795,13.418276,182.6348
2796,13.417911,200.9851
2797,13.417577,204.5279
2798,13.416972,173.1918
2799,13.416477,175.5485
2800,13.41454,212.449
2801,13.414492,216.7075
2802,13.414195,182.264
2803,13.414136,181.6087
2804,13.414066,190.0318
2805,13.413943,213.5639
2806,13.413217,195.3664
2807,13.413149,225.275
2808,13.412642,185.9661
2809,13.412185,178.5438
2810,13.411786,149.2795
2811,13.411615,195.3132
2812,13.411423,180.893
2813,13.411187,209.1256
2814,13.410992,178.2773
2815,13.410564,180.8617
2816,13.410461,252.6059
2817,13.410129,233.8031
2818,13.409726,170.7366
2819,13.409564,196.0534
2820,13.408353,213.5072
2821,13.407701,147.4258
2822,13.407542,261.1314
2823,13.407231,221.0312
2824,13.407059,181.8089
2825,13.406693,270.2157
2826,13.406244,195.2605
2827,13.406197,262.0474
2828,13.406014,177.3489
2829,13.405979,207.1329
2830,13.405326,183.2336
2831,13.404922,198.3281
2832,13.403789,173.5418
2833,13.403732,181.3566
2834,13.403332,288.131
2835,13.403216,209.6238
2836,13.403162,189.816
2837,13.402793,187.8269
2838,13.402576,200.9834
2839,13.402526,169.4808
2840,13.402109,165.3867
2841,13.401383,169.7087
2842,13.40128,185.5215
2843,13.401022,183.4265
2844,13.400838,168.839
2845,13.40077,176.8244
2846,13.400621,174.7339
2847,13.400464,185.6081
2848,13.400367,140.2362
2849,13.400109,181.2788
2850,13.40005,229.8778
2851,13.399915,207.4107
2852,13.399876,183.2351
2853,13.398617,146.5616
2854,13.398456,181.268
2855,13.397409,235.9397
2856,13.396813,192.2939
2857,13.396556,189.4677
2858,13.395759,205.4624
2859,13.394967,185.9043
2860,13.394702,161.9817
2861,13.394662,219.1045
2862,13.394044,187.4202
2863,13.393785,180.7762
2864,13.393617,202.458
2865,13.393405,176.4464
2866,13.393364,187.3656
2867,13.393004,171.8287
2868,13.39287,198.4134
2869,13.392149,189.5672
2870,13.391873,263.2726
2871,13.391817,199.9413
2872,13.391597,186.7856
2873,13.391001,200.2095
2874,13.390889,165.7852
2875,13.390696,169.0553
2876,13.390149,165.0245
2877,13.389809,230.409
2878,13.388972,177.639
2879,13.38842,187.7069
2880,13.38779,187.7226
2881,13.386531,187.201
2882,13.386061,163.3113
2883,13.385796,182.0614
2884,13.385782,185.8358
2885,13.385572,195.4657
2886,13.385385,215.1608
2887,13.385121,166.225
2888,13.384567,225.4016
2889,13.384354,192.3021
2890,13.384163,176.7405
2891,13.38401,174.1543
2892,13.383845,202.6475
2893,13.383804,237.2102
2894,13.383756,243.7988
2895,13.383368,179.1309
2896,13.382523,207.4267
2897,13.38228,234.0908
2898,13.38227,228.7885
2899,13.382135,183.9182
2900,13.381875,156.2555
2901,13.381862,218.0435
2902,13.381546,182.5943
2903,13.380764,173.1803
2904,13.380662,213.6393
2905,13.380502,177.9405
2906,13.379464,204.2383
2907,13.379287,210.9041
2908,13.378784,213.5636
2909,13.378485,184.5792
2910,13.378403,162.2504
2911,13.377857,182.4857
2912,13.377764,210.7188
2913,13.376975,178.767
2914,13.376826,211.9227
2915,13.376605,186.0426
2916,13.376191,180.7738
2917,13.376108,206.6684
2918,13.376027,261.4144
2919,13.375987,153.214
2920,13.375844,217.6611
2921,13.375621,163.0415
2922,13.374963,182.0118
2923,13.374199,202.9753
2924,13.373882,197.0355
2925,13.373759,232.25
2926,13.372401,180.0572
2927,13.372228,220.6204
2928,13.372029,153.8828
2929,13.371625,187.0557
2930,13.371344,195.2193
2931,13.371096,177.1045
2932,13.371053,258.6958
2933,13.371004,195.8824
2934,13.370599,189.1123
2935,13.369683,175.4329
2936,13.369433,192.6092
2937,13.368908,191.2955
2938,13.368094,141.9128
2939,13.367616,176.5474
2940,13.367563,160.3398
2941,13.367453,198.8275
2942,13.366892,222.5777
2943,13.366459,161.5212
2944,13.366451,168.7798
2945,13.366346,142.1727
2946,13.365696,241.9026
2947,13.365493,161.6632
2948,13.365468,193.275
2949,13.365219,199.5275
2950,13.365184,196.4834
2951,13.364648,193.3522
2952,13.364184,192.3436
2953,13.36405,224.3032
2954,13.363891,182.5076
2955,13.363736,234.3026
2956,13.363463,177.1717
2957,13.36283,173.606
2958,13.3626,293.6261
2959,13.362546,208.7078
2960,13.36224,193.1822
2961,13.362101,158.4288
2962,13.361379,160.5381
2963,13.361283,201.4206
2964,13.361277,188.6092
2965,13.360867,184.0738
2966,13.360824,203.3975
2967,13.359958,158.9604
2968,13.358893,180.3071
2969,13.358859,209.2438
2970,13.358764,182.4087
2971,13.357876,180.983
2972,13.356475,180.5482
2973,13.356475,189.6772
2974,13.356165,179.1117
2975,13.356075,227.3036
2976,13.355472,227.8957
2977,13.355409,185.322
2978,13.354101,169.1526
2979,13.35368,216.2778
2980,13.353576,246.5133
2981,13.353385,162.3062
2982,13.353184,211.8577
2983,13.352846,164.1715
2984,13.352581,206.2882
2985,13.352177,203.7264
2986,13.351963,176.4686
2987,13.351727,204.755
2988,13.351139,209.758
2989,13.351008,236.7044
2990,13.350811,197.5188
2991,13.350723,230.9973
2992,13.350421,248.0276
2993,13.350314,206.498
2994,13.350164,182.853
2995,13.347649,162.1405
2996,13.347257,194.2626
2997,13.346462,184.7752
2998,13.346238,186.4793
2999,13.346193,165.7842
3000,13.346093,231.249
3001,13.3452,183.461
3002,13.343185,176.2221
3003,13.343008,182.7921
3004,13.343,187.357
3005,13.342926,209.2955
3006,13.3428,194.3757
3007,13.341775,212.735
3008,13.341752,298.5364
3009,13.341727,233.3716
3010,13.341611,195.8612
3011,13.341097,224.3119
3012,13.340867,163.8613
3013,13.340856,190.5841
3014,13.34037,180.7983
3015,13.339409,204.7413
3016,13.339223,160.0166
3017,13.338096,201.1319
3018,13.337845,175.9598
3019,13.337776,204.0598
3020,13.337479,199.6574
3021,13.337118,211.1245
3022,13.336977,155.4943
3023,13.336831,213.575
3024,13.335738,192.8343
3025,13.335427,237.1113
3026,13.335346,204.2379
3027,13.335251,207.8988
3028,13.334711,187.9272
3029,13.334622,216.8332
3030,13.334014,203.4057
3031,13.333944,160.8462
3032,13.332655,258.0956
3033,13.331615,164.3761
3034,13.331144,236.4664
3035,13.330951,249.8137
3036,13.33043,209.1045
3037,13.330426,177.249
3038,13.329861,171.5715
3039,13.329572,181.0138
3040,13.329512,251.6427
3041,13.329365,244.7833
3042,13.329089,248.1547
3043,13.32857,187.659
3044,13.328059,192.6516
3045,13.327966,177.8838
3046,13.327888,213.9944
3047,13.327792,226.5538
3048,13.327741,212.3465
3049,13.327321,205.3124
3050,13.327172,169.7538
3051,13.326969,167.5574
3052,13.326632,185.7425
3053,13.326618,173.1914
3054,13.326328,182.798
3055,13.32604,193.0149
3056,13.326004,175.5473
3057,13.325978,198.9151
3058,13.325871,209.2764
3059,13.325778,215.5649
3060,13.325545,309.3088
3061,13.325361,184.1098
3062,13.32533,195.255
3063,13.324958,181.4913
3064,13.324778,231.5601
3065,13.324695,175.2417
3066,13.324615,208.3074
3067,13.324501,189.3255
3068,13.324434,212.9214
3069,13.324286,170.2169
3070,13.323704,190.5044
3071,13.323606,200.3616
3072,13.323558,227.4807
3073,13.323441,203.2104
3074,13.323015,187.4582
3075,13.322318,172.4913
3076,13.322232,218.5508
3077,13.321833,158.4085
3078,13.32181,168.6128
3079,13.321567,204.0615
3080,13.321334,171.3537
3081,13.321307,189.5623
3082,13.321133,193.9434
3083,13.319817,226.2565
3084,13.319599,217.9676
3085,13.318966,248.8507
3086,13.318938,166.0398
3087,13.318877,228.6469
3088,13.318353,183.8391
3089,13.318316,214.7318
3090,13.318254,210.0852
3091,13.317186,182.9435
3092,13.316313,196.8487
3093,13.315704,214.82
3094,13.315463,221.7274
3095,13.315283,214.1955
3096,13.31509,191.0463
3097,13.314888,270.5078
3098,13.314809,237.2164
3099,13.314093,213.942
3100,13.313967,226.2323
3101,13.313746,245.9542
3102,13.313628,228.3199
3103,13.313469,201.4196
3104,13.311305,194.1937
3105,13.311103,232.0289
3106,13.310885,227.6301
3107,13.310776,191.2216
3108,13.310524,165.0752
3109,13.310365,214.4193
3110,13.309824,188.7888
3111,13.309373,178.7189
3112,13.309173,229.1752
3113,13.308904,177.265
3114,13.308689,194.5282
3115,13.308472,171.8374
3116,13.308339,167.8572
3117,13.308255,202.6127
3118,13.307913,224.3697
3119,13.307225,245.7655
3120,13.30714,187.4425
3121,13.307003,221.4018
3122,13.306858,197.8191
3123,13.306577,174.4283
3124,13.306315,158.3084
3125,13.30604,202.5269
3126,13.305187,169.6645
3127,13.304888,240.0317
3128,13.304631,197.6534
3129,13.3045,210.0765
3130,13.304231,148.7364
3131,13.304174,208.218
3132,13.304147,215.1294
3133,13.303808,168.4641
3134,13.303297,203.1405
3135,13.30325,230.146
3136,13.303146,201.6709
3137,13.302856,159.4929
3138,13.302786,227.5305
3139,13.302298,255.7376
3140,13.3022,188.8597
3141,13.301127,209.1245
3142,13.30102,193.8211
3143,13.300255,171.5044
3144,13.299782,202.3224
3145,13.299088,172.4276
3146,13.298955,208.1749
3147,13.298732,164.8051
3148,13.297842,191.567
3149,13.297602,185.391
3150,13.297393,189.3108
3151,13.297368,180.9494
3152,13.2973,197.9522
3153,13.296939,264.1328
3154,13.296696,167.9774
3155,13.296486,209.014
3156,13.296455,171.4837
3157,13.296399,236.863
3158,13.296328,157.4592
3159,13.296191,192.8408
3160,13.296159,164.8983
3161,13.296078,180.5479
3162,13.295487,244.8642
3163,13.295319,181.6305
3164,13.294698,177.8022
3165,13.294653,188.6278
3166,13.293572,211.363
3167,13.293513,162.9782
3168,13.293243,159.4461
3169,13.292862,197.5334
3170,13.292273,208.3398
3171,13.291999,169.8263
3172,13.291607,195.8659
3173,13.291166,222.1787
3174,13.290741,189.8553
3175,13.290428,213.2231
3176,13.290262,194.6807
3177,13.290012,194.6825
3178,13.289752,210.3644
3179,13.289304,203.1453
3180,13.288938,193.3684
3181,13.288488,201.2139
3182,13.287855,178.157
3183,13.287839,193.9137
3184,13.287304,160.8753
3185,13.287201,223.4903
3186,13.286793,207.2103
3187,13.286669,188.17
3188,13.286476,204.3349
3189,13.286147,224.2025
3190,13.286077,192.2114
3191,13.285923,179.0296
3192,13.285861,245.907
3193,13.285076,205.5077
3194,13.285032,173.7741
3195,13.284992,183.2482
3196,13.284576,230.6491
3197,13.284384,192.1092
3198,13.284197,224.4523
3199,13.284027,193.8765
3200,13.283921,205.32
3201,13.283431,268.621
3202,13.283178,167.2853
3203,13.283011,273.2455
3204,13.282869,194.9819
3205,13.282663,183.3089
3206,13.282238,201.3254
3207,13.282005,190.5096
3208,13.281329,160.7381
3209,13.280599,257.1444
3210,13.280148,222.1748
3211,13.279726,203.2573
3212,13.2794,226.1244
3213,13.279317,176.6357
3214,13.278498,236.403
3215,13.278465,184.2972
3216,13.278446,179.3602
3217,13.278232,205.5214
3218,13.277634,176.8138
3219,13.277374,190.7136
3220,13.276789,175.9446
3221,13.276605,181.9001
3222,13.275768,222.8314
3223,13.275691,231.4654
3224,13.275592,176.2582
3225,13.275142,203.3843
3226,13.275058,190.7566
3227,13.274593,196.8864
3228,13.274562,195.1087
3229,13.274523,238.0238
3230,13.272773,226.8885
3231,13.272422,184.5672
3232,13.272243,158.341
3233,13.271953,162.5746
3234,13.271918,200.1485
3235,13.271383,227.2291
3236,13.269934,148.3869
3237,13.269835,186.973
3238,13.269695,225.7429
3239,13.269683,223.3807
3240,13.269515,216.5673
3241,13.269098,262.415
3242,13.268558,221.2867
3243,13.268245,172.0369
3244,13.267296,176.4401
3245,13.266578,193.725
3246,13.266577,194.1848
3247,13.266555,266.155
3248,13.266428,252.4493
3249,13.265603,203.5193
3250,13.265318,192.0397
3251,13.265069,189.3578
3252,13.265061,211.0249
3253,13.265007,203.046
3254,13.264925,211.7037
3255,13.264753,160.7024
3256,13.2647,176.3355
3257,13.264418,178.9622
3258,13.264173,174.3985
3259,13.264125,184.0289
3260,13.264002,172.6334
3261,13.263865,214.8647
3262,13.263796,198.5653
3263,13.262996,182.6877
3264,13.262739,213.5321
3265,13.262369,195.1387
3266,13.262148,180.341
3267,13.261884,183.5032
3268,13.261825,230.59
3269,13.261236,220.5874
3270,13.260932,163.9959
3271,13.260583,173.9067
3272,13.260191,221.3986
3273,13.2597,166.2591
3274,13.258897,162.8947
3275,13.258623,242.0352
3276,13.258374,216.7282
3277,13.258227,167.2493
3278,13.25811,180.1109
3279,13.257932,198.6041
3280,13.257703,209.7234
3281,13.257345,176.9594
3282,13.257164,185.4068
3283,13.256679,182.14
3284,13.256666,214.9763
3285,13.256533,204.0876
3286,13.255928,171.9157
3287,13.255133,176.3844
3288,13.255086,262.1413
3289,13.255035,196.3387
3290,13.254988,180.5382
3291,13.254649,251.7126
3292,13.254644,183.5772
3293,13.254046,188.1901
3294,13.254021,219.1144
3295,13.253399,181.6584
3296,13.253059,198.2361
3297,13.252645,157.4043
3298,13.252582,197.2382
3299,13.252495,182.0481
3300,13.252162,180.874
3301,13.25204,204.1959
3302,13.25145,211.424
3303,13.251305,204.7006
3304,13.250477,182.1988
3305,13.250443,188.8558
3306,13.249824,196.5536
3307,13.249586,200.1848
3308,13.249558,213.5198
3309,13.249453,188.9037
3310,13.248945,147.395
3311,13.248765,181.5776
3312,13.248642,146.5229
3313,13.248589,184.9688
3314,13.248556,217.7171
3315,13.248212,190.4951
3316,13.247873,198.8693
3317,13.247619,161.9316
3318,13.246675,209.7797
3319,13.246473,160.664
3320,13.246238,219.7657
3321,13.245357,209.0286
3322,13.245108,201.9424
3323,13.244847,158.334
3324,13.244796,176.9861
3325,13.244218,158.1921
3326,13.244039,195.967
3327,13.243014,206.3493
3328,13.242347,186.6036
3329,13.242337,157.9183
3330,13.2412,183.0849
3331,13.240417,197.0543
3332,13.240294,193.5927
3333,13.240215,177.6145
3334,13.239844,171.9572
3335,13.239366,158.6181
3336,13.238565,195.4436
3337,13.238439,188.5324
3338,13.238182,193.0261
3339,13.238081,221.4319
3340,13.237964,171.4102
3341,13.237583,177.0121
3342,13.237513,230.4779
3343,13.237198,224.9403
3344,13.237194,259.9049
3345,13.236891,190.5354
3346,13.236279,274.7202
3347,13.23619,232.9672
3348,13.235735,190.0397
3349,13.235625,230.8428
3350,13.235585,203.3951
3351,13.234118,189.9943
3352,13.233949,198.46
3353,13.233523,189.8553
3354,13.233453,220.2965
3355,13.233413,194.4255
3356,13.233357,208.7171
3357,13.233201,190.3104
3358,13.232433,207.4618
3359,13.232217,203.6028
3360,13.232018,175.7408
3361,13.231273,212.0322
3362,13.231204,158.7517
3363,13.229913,226.666
3364,13.229573,205.568
3365,13.229464,203.7291
3366,13.229072,180.3781
3367,13.228796,183.8046
3368,13.228684,206.7202
3369,13.228131,195.3539
3370,13.228123,160.0003
3371,13.228079,213.1407
3372,13.227952,220.4875
3373,13.227407,201.4722
3374,13.227241,224.9922
3375,13.227161,198.7647
3376,13.227138,241.1612
3377,13.226353,194.2298
3378,13.22595,297.7432
3379,13.225575,215.3599
3380,13.225568,231.9839
3381,13.225183,190.5258
3382,13.224149,169.7024
3383,13.223982,189.5817
3384,13.223692,189.2101
3385,13.223623,221.889
3386,13.223057,166.0962
3387,13.22268,200.0345
3388,13.221475,238.1983
3389,13.220748,177.1241
3390,13.220742,165.5654
3391,13.220686,188.4544
3392,13.219943,180.8983
3393,13.219834,188.5275
3394,13.219784,177.6739
3395,13.219722,166.5705
3396,13.219357,199.2615
3397,13.219126,225.4714
3398,13.219002,192.8562
3399,13.217774,168.9143
3400,13.217677,237.5855
3401,13.217501,228.287
3402,13.217381,186.8443
3403,13.217289,186.7844
3404,13.21723,175.8388
3405,13.217103,216.69
3406,13.216875,222.0805
3407,13.216834,185.0043
3408,13.216723,230.9372
3409,13.216114,200.3185
3410,13.215986,210.8306
3411,13.215229,189.2299
3412,13.215112,180.1711
3413,13.215028,172.7087
3414,13.214949,172.3044
3415,13.21485,167.5854
3416,13.214827,182.4216
3417,13.214758,208.2745
3418,13.214248,179.8192
3419,13.21408,269.0002
3420,13.213591,187.5911
3421,13.213441,176.8329
3422,13.213299,205.3704
3423,13.212743,173.237
3424,13.212028,263.8098
3425,13.211382,199.7317
3426,13.211319,234.7795
3427,13.211239,194.4159
3428,13.21071,235.2879
3429,13.210164,233.5164
3430,13.209432,180.1266
3431,13.20899,226.3335
3432,13.208513,156.4125
3433,13.208398,160.2602
3434,13.207528,248.4603
3435,13.207437,204.0267
3436,13.206977,215.0929
3437,13.206267,163.4999
3438,13.205708,189.5082
3439,13.205601,193.7152
3440,13.205394,231.1886
3441,13.205152,201.563
3442,13.204827,185.9617
3443,13.204805,176.696
3444,13.204273,248.8166
3445,13.203774,207.442
3446,13.203581,170.8486
3447,13.203209,183.7432
3448,13.20289,242.3486
3449,13.202871,206.6976
3450,13.202429,140.9478
3451,13.202135,203.9444
3452,13.201946,195.3597
3453,13.201474,183.1798
3454,13.201041,175.8258
3455,13.200604,185.1838
3456,13.200195,196.3237
3457,13.199891,172.5885
3458,13.199882,222.2224
3459,13.199796,279.5337
3460,13.199294,165.7728
3461,13.19874,242.8761
3462,13.198673,233.9708
3463,13.198662,236.6629
3464,13.198386,205.0178
3465,13.198277,173.2041
3466,13.198055,217.4969
3467,13.198004,183.2525
3468,13.197815,211.8746
3469,13.19757,208.1739
3470,13.197552,202.5639
3471,13.196977,220.066
3472,13.19688,177.4386
3473,13.196442,207.2975
3474,13.195999,312.5602
3475,13.195868,245.5427
3476,13.19567,181.8677
3477,13.195366,185.0119
3478,13.195215,253.8251
3479,13.193733,178.2534
3480,13.19361,192.3202
3481,13.193495,181.418
3482,13.193257,170.2185
3483,13.192793,178.5435
3484,13.192477,200.0247
3485,13.192402,215.9823
3486,13.19223,193.5853
3487,13.192122,213.5835
3488,13.189742,186.5316
3489,13.189455,167.0241
3490,13.189339,166.9231
3491,13.189047,236.0954
3492,13.188575,177.197
3493,13.188506,178.7524
3494,13.188482,175.5854
3495,13.188465,189.6825
3496,13.188081,206.1507
3497,13.187841,209.4808
3498,13.187725,194.1321
3499,13.186987,184.8234
3500,13.186432,164.9258
3501,13.185912,219.3283
3502,13.185647,190.4407
3503,13.185609,200.0996
3504,13.185111,178.4426
3505,13.183968,182.6613
3506,13.183362,198.2083
3507,13.182943,179.7512
3508,13.182902,245.0443
3509,13.182452,215.4467
3510,13.181075,207.4914
3511,13.181013,198.4845
3512,13.180086,230.2179
3513,13.179961,202.2644
3514,13.179927,188.1119
3515,13.17977,174.3617
3516,13.179405,239.4077
3517,13.179374,189.454
3518,13.179359,189.9303
3519,13.17867,182.3835
3520,13.178438,184.7702
3521,13.178067,187.0639
3522,13.177433,196.1166
3523,13.176295,256.7688
3524,13.176135,167.5086
3525,13.17602,205.5053
3526,13.175849,187.6527
3527,13.175598,171.4982
3528,13.175293,213.3708
3529,13.174514,172.8391
3530,13.174187,196.5536
3531,13.173493,177.6314
3532,13.173316,186.4783
3533,13.173162,193.6589
3534,13.173051,255.272
3535,13.17301,186.1062
3536,13.17215,192.5513
3537,13.172113,174.1133
3538,13.172025,200.902
3539,13.171194,177.9091
3540,13.171095,186.9707
3541,13.170688,220.6945
3542,13.170673,151.1205
3543,13.170526,213.2233
3544,13.170459,178.175
3545,13.169369,231.4839
3546,13.169078,175.057
3547,13.168733,162.0994
3548,13.168237,252.1925
3549,13.168048,178.0501
3550,13.167974,228.1224
3551,13.167763,189.2767
3552,13.167747,215.1525
3553,13.167287,217.2037
3554,13.167082,213.164
3555,13.166932,180.0475
3556,13.166557,170.6138
3557,13.166531,217.9193
3558,13.165562,205.8495
3559,13.164952,159.2922
3560,13.163365,169.6384
3561,13.163284,187.4933
3562,13.163276,201.2065
3563,13.162873,213.3813
3564,13.162854,212.5307
3565,13.162824,327.5421
3566,13.162726,182.389
3567,13.162649,259.3152
